2|1|152
2|1|1188
0|1|1682
2|1|2153
0|1|3188
2|1|4608
0|1|4950
2|1|5251
0|1|5534
2|1|5801
0|1|6059
2|1|6325
0|1|6557
2|1|6995
2|1|9817
0|1|10078
2|1|10276
0|1|10494
2|1|10724
0|1|10910
2|1|11319
0|1|11609
2|1|12073
0|1|12763
2|1|13617
0|1|14469
2|1|15013
0|1|15236
2|1|15480
0|1|15723
2|1|15961
0|1|16151
2|1|16607
0|1|17428
2|1|18074
0|1|18615
2|1|19219
0|1|20775
2|1|21163
0|1|21460
2|1|21798
0|1|22043
2|1|22414
0|1|22903
2|1|23356
0|1|23962
2|1|24143
0|1|24338
2|1|24508
0|1|24742
2|1|24929
0|1|25157
2|1|25361
0|1|25685
2|1|26403
0|1|27049
2|1|27806
0|1|29223
2|1|30291
0|1|31325
2|1|32536
0|1|32815
2|1|33173
0|1|33504
2|1|34034
0|1|35134
2|1|36360
0|1|37654
2|1|39064
0|1|39930
2|1|41374
0|1|41713
2|1|41899
0|1|42485
2|1|42839
0|1|43005
2|1|43518
0|1|43843
2|1|43993
0|1|44526
2|1|44784
0|1|45024
2|1|45288
0|1|45551
2|1|46034
0|1|46553
2|1|46915
0|1|47079
2|1|47565
0|1|47907
2|1|48055
0|1|48589
2|1|49081
0|1|49560
2|1|50059
0|1|50554
2|1|50887
0|1|51084
2|1|51608
0|1|51882
2|1|52103
0|1|52548
2|1|53014
0|1|53471
2|1|53678
0|1|54185
2|1|54597
0|1|55261
2|1|55646
0|1|56197
2|1|56638
0|1|57192
2|1|57691
0|1|58030
2|1|58196
0|1|58701
2|1|58977
0|1|59167
2|1|59630
0|1|59981
2|1|60183
0|1|60629
2|1|60991
0|1|61215
2|1|61467
0|1|61701
2|1|62134
0|1|62632
2|1|63081
0|1|63631
2|1|64130
0|1|64625
2|1|65178
0|1|65678
2|1|66175
0|1|66618
2|1|67121
0|1|67678
2|1|68121
0|1|68728
2|1|69060
0|1|69282
2|1|69672
0|1|70236
2|1|70742
0|1|71240
2|1|71736
0|1|72258
2|1|72732
0|1|73125
2|1|73401
0|1|73678
2|1|74218
0|1|74732
2|1|74982
0|1|75214
2|1|75465
0|1|75659
2|1|76222
0|1|76712
2|1|77220
0|1|77702
2|1|77971
0|1|78153
2|1|78729
0|1|79028
2|1|79230
0|1|79734
2|1|80040
0|1|80208
2|1|80721
0|1|80943
2|1|81085
0|1|81259
2|1|81492
0|1|81698
2|1|81943
0|1|82205
2|1|82697
0|1|83213
2|1|83575
0|1|84055
2|1|84743
0|1|85100
2|1|85574
0|1|85755
2|1|86010
0|1|86240
2|1|86585
0|1|86747
2|1|87247
0|1|87559
2|1|87751
0|1|88245
2|1|88766
0|1|89258
2|1|89746
0|1|90028
2|1|90252
0|1|90583
2|1|91084
0|1|91256
2|1|91566
0|1|92121
2|1|92285
0|1|92549
2|1|93036
0|1|93214
2|1|93548
0|1|94019
2|1|94703
0|1|95550
2|1|96027
0|1|96665
2|1|97178
0|1|97677
2|1|98121
0|1|98623
2|1|98884
0|1|99157
2|1|99525
0|1|100010
2|1|100609
0|1|100945
2|1|101413
0|1|101803
2|1|102022
0|1|102426
2|1|102978
0|1|103501
2|1|103929
0|1|104447
2|1|104824
0|1|105000
2|1|105446
0|1|105947
2|1|106421
0|1|106888
2|1|107389
0|1|107834
2|1|108332
0|1|108704
2|1|109274
0|1|109770
2|1|110270
0|1|110768
2|1|111267
0|1|111777
2|1|112207
0|1|112552
2|1|112712
0|1|113206
2|1|113651
0|1|114096
2|1|114599
0|1|115055
2|1|115539
0|1|116041
2|1|116537
0|1|116980
2|1|117422
0|1|117923
2|1|118420
0|1|118976
2|1|119362
0|1|119858
2|1|120299
0|1|120799
2|1|121296
0|1|121740
2|1|122183
0|1|122736
2|1|123179
0|1|123679
2|1|124179
0|1|124678
2|1|125122
0|1|125562
2|1|126058
0|1|126558
2|1|127053
0|1|127552
2|1|127996
0|1|128495
2|1|128938
0|1|129437
2|1|129890
0|1|130453
2|1|130897
0|1|131395
2|1|131896
0|1|132347
2|1|132835
0|1|133125
2|1|133293
0|1|133564
2|1|133814
0|1|134298
2|1|134719
0|1|135242
2|1|135714
0|1|136215
2|1|136657
0|1|137152
2|1|137597
0|1|138134
2|1|138612
0|1|139056
2|1|139563
0|1|140036
2|1|140479
0|1|141033
2|1|141532
0|1|142030
2|1|142473
0|1|142998
2|1|143475
0|1|143976
2|1|144282
0|1|144461
2|1|144964
0|1|145270
2|1|145432
0|1|145951
2|1|146255
0|1|146421
2|1|146917
0|1|147251
2|1|147440
0|1|147905
2|1|148211
0|1|148881
2|1|149162
0|1|149344
2|1|149612
0|1|149831
2|1|150145
0|1|150321
2|1|150802
0|1|151268
2|1|151544
0|1|152089
2|1|152748
0|1|153238
2|1|153697
0|1|154161
2|1|154662
0|1|155107
2|1|155604
0|1|156105
2|1|156603
0|1|157061
2|1|157548
0|1|157995
2|1|158491
0|1|158993
2|1|159490
0|1|159947
2|1|160393
0|1|160663
2|1|160859
0|1|161366
2|1|161656
0|1|161828
2|1|162322
0|1|162565
2|1|162767
0|1|163125
2|1|163656
0|1|164058
2|1|164244
0|1|164441
2|1|164674
0|1|165216
2|1|165382
0|1|165661
2|1|166152
0|1|166633
2|1|167135
0|1|167431
2|1|167557
0|1|168057
2|1|168559
0|1|169003
2|1|169502
0|1|170004
2|1|170247
0|1|170449
2|1|170765
0|1|170969
2|1|171395
0|1|171862
2|1|172346
0|1|172834
2|1|173304
0|1|173732
2|1|174047
0|1|174253
2|1|174571
0|1|174732
2|1|175228
0|1|175681
2|1|175983
0|1|176167
2|1|176479
0|1|176657
2|1|177112
0|1|177979
